1,knn_basic,0.9565217391304348,0.03736769319682807,0.07192552757146778
2,knn_basic,0.9565217391304348,0.06775024515085336,0.12653784016884867
3,knn_basic,0.9565217391304348,0.09125812255758044,0.16661969043368885
4,knn_basic,0.9565217391304348,0.10984989711298272,0.19706790964538498
5,knn_basic,0.9565217391304348,0.12516194862022245,0.22135884292777913
6,knn_basic,0.9565217391304348,0.13842872365951764,0.24185584279863223
7,knn_basic,0.9565217391304348,0.14954431858559725,0.2586507210716623
8,knn_basic,0.9565217391304348,0.1593739042144848,0.27322376414032873
9,knn_basic,0.9565217391304348,0.1678980635257449,0.28565513937214915
10,knn_basic,0.9565217391304348,0.1757298050936013,0.2969117236230051
1,knn_withmeans,0.8324496288441146,0.03173731545381958,0.06114352142059743
2,knn_withmeans,0.8324496288441146,0.058804522046787676,0.10984925568822648
3,knn_withmeans,0.8324496288441146,0.08313283899899461,0.15116912653973869
4,knn_withmeans,0.8324496288441146,0.10464022392487629,0.18591112754243408
5,knn_withmeans,0.8324496288441146,0.12438017987038016,0.21642351361893494
6,knn_withmeans,0.8324496288441146,0.1422076195533846,0.2429175596049952
7,knn_withmeans,0.8324496288441146,0.15840595040962677,0.26616386360665506
8,knn_withmeans,0.8324496288441146,0.17243185707664124,0.2856870933248957
9,knn_withmeans,0.8324496288441146,0.18492931818930444,0.302629305900164
10,knn_withmeans,0.8324496288441146,0.19618169995117293,0.3175314201281977
1,knn_withzscore,0.8472958642629904,0.03222569512002612,0.062089889456154734
2,knn_withzscore,0.8472958642629904,0.05944339538896697,0.11109289144522971
3,knn_withzscore,0.8472958642629904,0.08355224235042474,0.15210530889077647
4,knn_withzscore,0.8472958642629904,0.10508406254633065,0.18697851369831694
5,knn_withzscore,0.8472958642629904,0.12460074322957036,0.21725293330302703
6,knn_withzscore,0.8472958642629904,0.14254186488947304,0.24403016585071313
7,knn_withzscore,0.8472958642629904,0.1581706613953836,0.2665774420690864
8,knn_withzscore,0.8472958642629904,0.1724860969073018,0.2866235374171662
9,knn_withzscore,0.8472958642629904,0.1852084705185017,0.303972324009682
10,knn_withzscore,0.8472958642629904,0.19663515433795892,0.31919379742648424
1,knn_baseline,0.9257688229056203,0.036941343805191415,0.07104764352479713
2,knn_baseline,0.9257688229056203,0.06818471786715662,0.12701456036054248
3,knn_baseline,0.9257688229056203,0.09409886763275863,0.1708335281788251
4,knn_baseline,0.9257688229056203,0.11492477713692814,0.20446705091372686
5,knn_baseline,0.9257688229056203,0.13287370326098252,0.23239257600666582
6,knn_baseline,0.9257688229056203,0.1481393811028904,0.25540883281771276
7,knn_baseline,0.9257688229056203,0.1609106971202909,0.2741675055446384
8,knn_baseline,0.9257688229056203,0.17228591842376448,0.290508161203846
9,knn_baseline,0.9257688229056203,0.1823065987340562,0.30462504992342704
10,knn_baseline,0.9257688229056203,0.19126218212339602,0.31702712711387493
1,SVD,0.8441145281018028,0.0316994212958338,0.061104169593636744
6,SVD,0.8441145281018028,0.12788856550036207,0.22212397641018
10,SVD,0.8441145281018028,0.16773051771603772,0.2798526659696334
1,SlopeOne,0.8324496288441146,0.03048242326547522,0.05881130935299061
6,SlopeOne,0.8324496288441146,0.13285433299852145,0.2291393065119953
10,SlopeOne,0.8324496288441146,0.17973879658309724,0.29564355953060006
1,NMF,0.870625662778367,0.03338207198485823,0.0642987607939981
6,NMF,0.870625662778367,0.14204241678755442,0.24423752610295515
10,NMF,0.870625662778367,0.18431278701594284,0.30422143090067655
